student_id,persona,age,sleep_hours,study_hours,exercise_days,social_hours,screen_time_hours,commute_minutes,part_time_hours,caffeine_intake,mindfulness_minutes,financial_stress_score,academic_pressure_score,family_support_score,peer_support_score,self_efficacy_score,weekly_meals,home_noise_score,internet_speed,assignment_load,class_attendance,sleep_quality_score,appetite_change,headaches_per_week,anxiety_score,depression_score,monthly_income,monthly_expenses,extracurricular_hours,course_difficulty,gpa,major,housing_type,relationship_status,transportation_mode,part_time_job,study_location,club_membership,diet_type,scholarship_status,social_media_minutes,gaming_hours,Stress_Level
STU-05625,Working Student,20,4.39,1.4,2.83,1.69,5.25,34.69,16.15,4.54,12.04,8.26,6.24,2.95,5.6,5.06,14,5,86,3.8,77,8,1,2,3,4,2100,1583,7.18,2,3.46,Business,Apartment,Single,Bike,Yes,Cafe,No,High Protein,No,144,1.11,High
STU-05626,Social Butterfly,20,6.8,6.68,1.84,4.29,4.93,23.11,6.71,4.07,20.39,2.7,3.34,3.97,4.8,6.94,16,5,76,3.91,83,5,2,2,5,1,1510,1116,8.93,6,3.1,Arts,Apartment,Single,Car,Yes,Cafe,Yes,Fast Food,Yes,194,0.0,High
STU-05627,Social Butterfly,19,6.71,7.76,1.72,3.39,4.4,15.06,3.3,1.27,15.15,2.35,4.32,8.68,6.55,8.34,14,4,102,7.12,88,9,3,2,1,3,1971,1496,3.15,7,3.9,Business,Dorm,In Relationship,Bus,No,Home,Yes,High Protein,No,199,0.0,Low
STU-05628,Working Student,21,5.56,4.13,1.75,3.21,5.94,39.27,22.84,2.35,7.56,6.17,7.68,6.45,5.0,4.48,9,5,67,4.63,75,2,2,3,5,4,1387,2293,6.12,3,3.51,Computer Science,Dorm,In Relationship,Walk,Yes,Cafe,Yes,Balanced,No,263,1.05,High
STU-05629,Topper,22,7.48,5.55,2.41,3.13,4.09,30.99,0.0,0.93,34.88,1.48,1.7,8.02,6.56,6.81,11,4,121,2.94,100,8,1,2,6,1,1056,613,7.54,6,3.87,Computer Science,Apartment,Single,Walk,No,Library,No,Vegetarian,No,294,1.12,Moderate
STU-05630,Average,23,6.49,5.06,2.25,1.47,5.03,17.35,5.12,0.0,11.54,2.44,4.68,6.22,6.54,6.41,10,3,136,6.92,74,7,2,2,3,2,1705,1700,3.33,7,3.94,Engineering,Dorm,Single,Walk,No,Cafe,No,Fast Food,Yes,104,1.43,Moderate
STU-05631,Topper,17,6.81,6.18,4.51,2.8,5.62,21.47,0.0,1.62,22.46,1.55,2.72,6.29,9.27,5.84,11,3,78,3.92,98,6,1,0,1,1,1029,1071,4.64,5,2.12,Nursing,Family Home,Single,Walk,Yes,Library,Yes,Fast Food,No,167,0.38,Moderate
STU-05632,Struggling,20,6.09,2.65,2.04,0.17,5.7,21.8,6.19,3.9,6.69,8.4,7.96,3.75,3.34,3.75,11,5,118,8.48,71,7,1,0,6,4,1070,954,6.36,6,3.76,Business,Apartment,In Relationship,Walk,No,Library,No,Fast Food,Yes,145,0.0,High
STU-05633,Struggling,22,4.0,1.18,1.76,0.99,7.17,28.36,13.91,4.17,2.49,7.12,7.14,2.68,4.87,6.28,13,3,100,8.17,43,3,1,1,5,1,2776,1859,4.62,8,2.99,Psychology,Dorm,Single,Walk,Yes,Dorm Room,Yes,Balanced,No,64,4.97,High
STU-05634,Topper,22,7.78,9.18,0.04,1.77,4.75,23.58,0.0,0.0,0.58,4.64,6.71,6.66,7.15,7.02,13,5,73,7.24,91,4,0,3,7,1,876,1617,6.26,8,3.28,Business,Family Home,Single,Car,Yes,Library,Yes,Vegetarian,No,95,4.19,High
STU-05635,Working Student,24,6.07,4.03,1.96,2.66,4.46,43.96,13.55,2.16,10.49,6.62,6.75,6.04,4.5,5.53,12,2,78,6.11,79,8,2,1,4,5,533,1369,4.79,4,3.87,Arts,Dorm,Single,Bus,Yes,Library,Yes,Vegetarian,No,180,3.05,Moderate
STU-05636,Struggling,19,4.59,3.92,1.07,1.27,4.79,27.77,13.26,2.61,9.31,7.78,9.33,2.31,1.36,5.18,13,2,90,8.78,75,7,3,2,6,3,1604,2011,1.65,10,2.92,Psychology,Dorm,Single,Bus,No,Library,Yes,Balanced,No,119,0.2,High
STU-05637,Average,20,6.32,4.35,2.58,2.88,5.31,35.87,2.02,1.72,9.53,3.47,5.31,7.29,5.46,6.7,16,3,83,5.1,74,4,5,0,3,5,1344,1906,3.82,9,2.25,Biology,Apartment,In Relationship,Bus,No,Home,No,High Protein,Yes,154,0.99,Moderate
STU-05638,Topper,21,7.04,8.95,4.58,2.45,1.16,9.18,0.0,1.27,17.88,3.35,7.65,8.48,5.88,6.0,13,1,55,5.46,89,5,3,3,6,4,1539,2780,3.96,9,3.55,Nursing,Apartment,In Relationship,Walk,Yes,Library,No,Balanced,No,30,1.07,Low
STU-05639,Struggling,22,4.26,2.53,0.65,1.52,8.26,35.23,10.18,3.33,8.73,4.81,6.09,4.75,5.51,4.92,17,4,67,10.0,75,4,1,1,5,4,1336,2252,4.81,4,4.0,Arts,Apartment,Single,Bus,No,Library,Yes,Vegetarian,No,120,2.59,High
STU-05640,Average,21,6.97,4.68,0.69,5.84,5.54,37.76,3.3,0.86,14.68,4.84,6.81,5.18,7.4,5.9,18,3,52,7.16,77,3,3,0,2,5,2257,2244,5.07,8,2.99,Arts,Apartment,Single,Bus,Yes,Home,No,High Protein,No,30,2.68,High
STU-05641,Athlete,21,5.76,5.23,4.32,6.31,3.2,30.95,0.0,0.11,14.55,3.71,6.84,7.36,7.51,6.91,10,3,69,5.21,94,7,1,3,1,4,1108,2319,6.54,8,2.83,Engineering,Dorm,In Relationship,Car,Yes,Dorm Room,Yes,Fast Food,No,149,0.0,Moderate
STU-05642,Working Student,20,4.0,4.81,1.29,3.5,6.77,19.25,17.46,0.07,4.97,8.76,5.56,4.18,3.89,5.07,18,4,63,7.81,64,6,1,0,5,4,2931,2738,6.72,4,3.21,Engineering,Apartment,Single,Walk,Yes,Cafe,No,High Protein,Yes,145,0.62,High
STU-05643,Athlete,21,6.25,4.91,5.22,2.84,3.5,25.46,0.0,1.31,18.77,2.45,3.9,7.58,6.68,6.36,18,4,129,6.02,88,3,3,3,6,5,200,300,6.81,5,2.72,Biology,Dorm,Single,Bus,Yes,Cafe,No,High Protein,Yes,63,0.0,Moderate
STU-05644,Topper,20,6.04,5.71,3.32,2.42,4.16,13.93,0.0,0.99,11.48,1.33,5.31,5.6,6.26,7.85,21,3,60,3.76,96,4,2,0,6,3,1963,2142,0.0,8,3.21,Nursing,Apartment,In Relationship,Bus,No,Library,Yes,Balanced,Yes,144,0.0,High
STU-05645,Struggling,19,4.0,4.37,0.9,2.12,4.88,38.95,10.3,3.9,4.74,8.96,7.19,4.75,3.02,2.58,16,2,78,9.25,78,5,0,0,1,1,3416,300,5.18,4,3.39,Psychology,Dorm,Single,Bike,Yes,Cafe,No,Fast Food,No,93,0.0,High
STU-05646,Working Student,20,6.41,4.44,2.44,4.0,6.23,41.31,24.18,2.13,14.62,6.13,6.24,3.83,3.57,4.29,10,2,76,6.81,74,8,1,1,6,1,2411,1599,3.64,7,3.0,Computer Science,Dorm,Married,Walk,No,Dorm Room,Yes,Balanced,No,39,0.58,High
STU-05647,Athlete,22,5.48,5.84,6.23,0.41,5.78,5.02,0.0,2.51,8.48,3.14,4.42,4.47,6.78,6.77,9,5,85,3.38,79,5,2,1,6,5,1563,2001,2.45,8,3.86,Computer Science,Dorm,Married,Car,Yes,Dorm Room,Yes,Balanced,No,172,0.68,High
STU-05648,Average,21,7.19,4.82,2.96,3.95,6.83,26.69,7.7,2.19,19.23,2.58,6.76,6.48,6.69,5.08,16,6,86,6.98,81,6,0,0,5,3,2606,835,6.27,5,3.66,Engineering,Apartment,In Relationship,Walk,Yes,Library,Yes,High Protein,No,146,4.79,High
STU-05649,Working Student,21,5.75,4.8,1.93,1.72,6.81,52.49,24.37,1.51,10.5,7.97,6.47,4.11,4.9,6.37,18,5,104,5.31,78,4,0,1,6,1,2472,2371,3.4,4,3.17,Engineering,Dorm,Married,Walk,No,Dorm Room,No,High Protein,No,100,0.35,High
STU-05650,Topper,20,7.42,6.82,1.97,4.15,5.39,36.06,0.0,1.31,20.55,1.0,3.63,7.71,8.36,7.67,8,4,117,5.14,95,6,2,2,5,3,1940,2032,4.71,7,3.63,Business,Apartment,Single,Car,No,Library,No,Fast Food,Yes,40,1.41,Low
STU-05651,Average,20,6.75,5.74,3.85,2.8,5.81,26.58,3.25,1.4,5.66,1.46,6.82,6.43,5.78,8.22,15,4,87,5.04,93,9,1,2,4,1,3286,311,3.35,5,3.51,Engineering,Apartment,Single,Walk,Yes,Dorm Room,Yes,Vegetarian,No,30,0.51,Moderate
STU-05652,Athlete,17,6.09,2.48,4.95,2.84,6.13,28.62,0.0,2.47,14.0,3.17,7.43,6.86,5.6,6.55,18,4,96,5.59,93,7,3,1,3,5,3051,2605,4.37,5,2.72,Computer Science,Apartment,Single,Walk,No,Home,Yes,High Protein,No,100,2.06,Moderate
STU-05653,Working Student,23,6.46,4.23,2.62,2.02,5.74,45.56,22.44,1.12,13.24,8.44,8.33,4.8,2.4,7.11,19,4,82,5.3,76,10,2,2,3,1,4490,738,6.05,7,3.74,Biology,Apartment,Single,Bus,Yes,Cafe,Yes,High Protein,No,161,0.26,High
STU-05654,Athlete,23,6.69,4.75,6.87,3.82,5.87,23.54,0.0,0.41,10.93,1.0,5.11,5.76,4.33,5.75,21,3,87,6.46,81,2,2,1,5,7,1189,624,3.97,4,3.19,Biology,Family Home,In Relationship,Walk,No,Library,No,Vegetarian,No,187,0.49,High
STU-05655,Working Student,22,5.3,6.23,2.49,2.89,7.37,56.2,20.22,2.97,6.78,6.48,4.69,5.66,6.66,6.11,17,2,40,3.12,66,6,1,1,4,1,2838,2114,5.51,8,2.61,Computer Science,Dorm,Single,Car,Yes,Library,No,Balanced,Yes,30,2.31,High
STU-05656,Social Butterfly,20,5.53,5.19,0.51,5.27,5.32,22.53,6.0,3.09,2.23,3.83,6.91,8.51,3.65,5.75,19,2,62,8.6,69,7,1,1,6,4,1865,1968,2.33,7,3.18,Psychology,Apartment,Single,Bus,Yes,Dorm Room,Yes,High Protein,Yes,228,1.32,High
STU-05657,Struggling,18,6.19,2.38,1.52,2.15,6.81,17.26,11.07,1.0,5.21,5.08,7.44,4.14,4.79,6.0,12,3,62,10.0,84,6,2,1,3,5,1935,561,4.9,9,3.21,Business,Apartment,Married,Walk,Yes,Library,No,High Protein,Yes,48,1.79,High
STU-05658,Average,21,6.08,7.06,3.1,4.62,6.56,29.63,3.96,2.14,14.81,3.62,5.03,4.28,6.86,6.81,16,1,40,4.31,86,3,2,2,8,1,1517,1680,7.88,6,3.59,Arts,Dorm,Single,Walk,No,Home,Yes,Balanced,Yes,53,0.0,Moderate
STU-05659,Average,21,6.36,3.95,2.23,5.22,5.3,23.95,4.68,0.37,17.91,4.3,5.19,4.54,4.83,5.24,14,5,115,3.95,82,7,1,3,2,4,1618,2030,7.01,6,3.55,Psychology,Dorm,In Relationship,Bus,Yes,Home,Yes,Fast Food,No,30,2.08,Moderate
STU-05660,Average,22,5.59,5.96,4.1,4.52,5.96,19.81,4.83,2.95,2.42,3.41,5.64,7.53,5.57,7.49,7,3,156,6.71,87,8,1,1,8,1,2757,602,4.91,6,2.17,Engineering,Dorm,Single,Walk,Yes,Cafe,No,Fast Food,Yes,114,0.76,High
STU-05661,Topper,20,7.37,9.32,4.62,1.36,4.87,18.01,0.0,2.32,19.42,2.83,4.39,6.23,6.67,8.22,13,3,72,4.42,85,7,2,0,2,1,846,2635,5.16,7,3.4,Nursing,Apartment,Single,Car,No,Cafe,No,Fast Food,No,135,2.79,Low
STU-05662,Struggling,21,4.0,3.32,0.0,0.81,6.74,37.15,18.59,2.1,3.9,6.99,4.13,2.86,2.13,3.62,12,4,70,9.86,62,7,1,1,4,3,1635,1411,0.7,6,3.06,Engineering,Dorm,Single,Walk,Yes,Home,Yes,Fast Food,No,95,4.41,High
STU-05663,Working Student,23,5.49,4.94,4.93,2.59,6.03,37.78,14.52,0.4,8.73,6.88,7.77,8.52,5.56,5.91,13,2,88,2.84,85,7,3,0,5,2,2563,694,6.46,6,3.42,Business,Apartment,Single,Bike,No,Home,No,Fast Food,No,144,4.64,High
STU-05664,Average,21,6.88,2.89,0.55,5.53,4.94,16.97,4.62,0.0,19.56,2.07,5.38,7.98,6.71,3.71,13,2,66,2.38,82,4,3,0,5,8,1408,3320,2.6,7,3.53,Computer Science,Apartment,Single,Walk,No,Dorm Room,No,Fast Food,No,56,0.0,Moderate
STU-05665,Struggling,19,6.24,2.57,0.56,2.67,6.54,22.24,13.01,2.14,7.41,6.48,6.87,2.56,3.85,3.92,15,1,77,9.78,68,8,3,1,7,4,1212,1846,4.57,5,3.75,Arts,Dorm,Single,Car,Yes,Library,Yes,Balanced,No,140,4.16,High
STU-05666,Athlete,18,6.04,2.72,6.95,7.36,5.57,31.88,0.0,1.34,7.63,1.94,5.17,3.3,5.78,5.7,9,4,90,3.02,85,7,2,2,3,1,472,1737,6.78,5,4.0,Computer Science,Dorm,Single,Bike,No,Cafe,Yes,High Protein,No,166,0.0,High
STU-05667,Topper,24,7.16,8.62,0.02,4.48,3.47,11.78,0.0,1.11,22.55,1.0,6.73,7.14,6.93,9.08,17,4,66,5.78,82,8,2,0,1,3,1365,1665,1.14,5,3.35,Nursing,Dorm,Single,Walk,Yes,Home,No,Balanced,No,178,1.7,Moderate
STU-05668,Average,21,6.23,3.25,1.61,4.22,4.8,16.33,6.65,2.17,6.2,2.47,3.44,5.09,7.48,6.37,12,3,114,6.74,84,5,3,3,3,1,2246,2231,5.86,7,2.6,Arts,Apartment,Single,Car,No,Library,No,Balanced,No,69,0.0,High
STU-05669,Social Butterfly,19,5.74,5.22,3.32,5.45,5.44,29.93,7.61,2.02,11.42,3.48,6.68,5.61,4.97,5.6,9,2,108,4.24,93,7,4,2,6,7,791,2172,5.62,7,3.7,Business,Dorm,Married,Bus,No,Cafe,Yes,Vegetarian,No,84,0.0,High
STU-05670,Average,22,6.5,5.5,4.52,3.77,4.08,22.34,7.33,1.82,3.71,3.98,5.17,6.34,5.6,7.49,10,1,89,4.93,98,8,4,2,5,4,2065,1491,3.77,9,3.45,Biology,Dorm,Single,Walk,No,Dorm Room,No,Balanced,No,125,2.39,Moderate
STU-05671,Average,23,6.78,4.37,2.7,3.06,5.01,19.48,5.23,1.1,10.84,4.16,3.18,6.71,3.16,4.58,17,3,105,5.52,90,9,2,0,5,1,2424,1522,6.15,5,4.0,Psychology,Family Home,Married,Walk,Yes,Cafe,Yes,Vegetarian,Yes,134,3.11,Moderate
STU-05672,Average,18,8.4,5.15,2.22,1.62,4.16,11.11,4.33,2.29,11.55,4.92,5.48,5.8,6.11,5.23,13,4,54,4.21,77,6,2,0,5,3,2109,1630,4.39,5,3.93,Psychology,Dorm,Single,Bus,No,Dorm Room,No,Balanced,No,30,2.08,Moderate
STU-05673,Topper,20,8.12,8.35,2.97,3.3,2.75,12.92,0.0,0.44,5.68,1.96,3.52,7.31,5.91,6.74,11,4,45,5.83,85,7,3,1,3,1,4116,1584,7.99,5,3.48,Engineering,Family Home,In Relationship,Bus,Yes,Dorm Room,Yes,High Protein,No,125,0.72,Low
STU-05674,Social Butterfly,18,5.79,3.32,3.56,1.23,5.29,5.0,0.0,0.2,17.56,4.74,7.03,5.0,7.13,5.96,18,3,109,7.8,80,7,4,3,3,2,936,444,4.83,7,3.83,Engineering,Apartment,Single,Walk,No,Dorm Room,No,Balanced,Yes,59,2.92,Moderate
STU-05675,Topper,18,8.42,10.72,2.73,3.88,2.99,16.93,0.0,1.85,8.82,1.0,4.72,7.36,6.56,8.0,16,6,73,6.92,95,6,2,2,3,4,1179,1668,6.21,6,3.23,Computer Science,Apartment,In Relationship,Bus,No,Library,No,High Protein,Yes,171,1.78,Low
STU-05676,Working Student,17,7.12,5.09,0.23,3.92,2.28,18.24,4.41,4.3,11.68,7.95,6.05,7.52,1.64,5.7,12,2,92,6.52,71,5,4,0,3,6,3997,2618,7.43,7,2.6,Engineering,Family Home,Single,Bus,No,Library,Yes,Balanced,No,83,3.69,High
STU-05677,Social Butterfly,21,5.19,4.99,4.02,2.74,3.33,24.66,0.0,2.05,0.0,2.65,4.49,6.28,4.4,4.53,17,2,45,5.37,84,7,3,2,6,7,2860,2186,7.83,10,3.23,Business,Apartment,Single,Bike,Yes,Library,No,Vegetarian,No,189,3.82,High
STU-05678,Topper,19,7.68,5.88,2.67,3.16,4.3,18.53,0.0,1.54,2.09,3.4,4.17,6.75,5.85,6.73,12,5,114,5.99,96,9,1,2,2,6,2310,2200,2.9,3,3.65,Engineering,Dorm,Single,Bike,No,Home,Yes,Fast Food,No,106,0.95,Moderate
STU-05679,Working Student,17,4.88,3.42,2.24,0.33,3.15,48.29,17.91,2.31,7.08,6.13,6.19,3.09,4.28,7.48,15,4,104,7.97,75,5,2,1,7,7,2328,2745,3.67,7,3.38,Psychology,Dorm,Single,Walk,No,Dorm Room,No,Fast Food,No,58,1.47,High
STU-05680,Working Student,21,5.58,3.16,0.46,2.15,6.58,39.78,22.49,0.0,0.37,6.34,6.01,3.79,4.97,4.4,14,2,104,2.37,77,8,4,2,5,4,596,2585,4.91,9,3.71,Computer Science,Family Home,In Relationship,Walk,Yes,Dorm Room,Yes,Balanced,No,244,2.6,High
STU-05681,Topper,20,6.95,7.92,4.45,4.07,5.09,21.89,0.0,0.0,29.09,3.16,3.3,8.93,4.86,6.3,12,2,72,4.9,90,7,3,3,4,2,1418,1949,4.8,7,3.17,Business,Apartment,In Relationship,Car,Yes,Dorm Room,No,High Protein,No,135,0.0,Low
STU-05682,Average,19,5.56,4.07,4.06,5.5,4.03,20.12,5.15,1.76,13.8,2.4,4.78,5.03,3.8,6.17,14,3,111,6.6,81,4,2,2,5,1,1479,2163,3.59,6,3.02,Engineering,Apartment,Married,Walk,Yes,Home,Yes,High Protein,Yes,95,0.15,High
STU-05683,Topper,19,7.13,5.78,3.11,1.86,3.47,6.65,0.0,1.04,18.64,4.0,6.31,5.68,5.75,6.59,16,2,96,5.63,90,8,1,2,1,5,1325,1939,2.01,5,3.8,Business,Family Home,Single,Walk,No,Dorm Room,Yes,Fast Food,Yes,120,2.29,Moderate
STU-05684,Struggling,22,5.84,4.6,1.59,2.32,5.76,40.73,6.66,3.36,0.0,6.79,8.67,3.95,3.15,2.9,14,3,116,9.49,80,3,4,1,1,3,2172,1057,6.86,4,3.77,Business,Dorm,Single,Car,Yes,Cafe,No,Balanced,No,82,2.14,High
STU-05685,Topper,24,6.62,7.54,1.72,4.2,3.54,27.88,0.0,1.11,20.09,1.35,6.54,6.55,6.04,9.05,20,4,94,4.16,88,6,6,0,4,1,1929,2432,2.83,7,3.37,Psychology,Apartment,Single,Walk,No,Library,No,Balanced,No,74,4.02,Low
STU-05686,Athlete,18,6.97,5.14,7.0,1.36,3.62,29.25,0.0,1.62,10.66,1.22,4.99,6.77,7.83,7.41,14,2,107,4.0,93,8,1,2,5,5,3788,1792,4.28,3,3.14,Computer Science,Dorm,Single,Bike,No,Home,No,High Protein,No,137,2.21,Moderate
STU-05687,Athlete,19,6.47,3.93,4.95,2.13,5.03,30.51,0.0,1.8,9.57,2.21,5.09,7.67,5.78,7.12,19,3,72,4.63,90,5,3,2,3,3,200,1886,3.7,6,3.63,Computer Science,Apartment,Single,Bus,No,Library,Yes,Balanced,Yes,221,1.83,High
STU-05688,Struggling,21,4.82,3.28,1.44,2.28,4.75,31.01,9.97,4.51,2.62,9.64,6.82,3.83,5.46,6.17,20,5,74,8.3,59,6,3,0,6,4,1366,1119,7.05,5,3.71,Computer Science,Dorm,Single,Walk,No,Cafe,No,Vegetarian,No,82,3.43,High
STU-05689,Average,23,5.87,5.49,1.6,2.65,4.49,21.72,1.74,0.55,16.02,3.45,4.84,6.82,6.4,4.7,16,3,72,6.18,84,5,5,1,4,6,2044,833,4.01,7,3.13,Engineering,Dorm,Single,Walk,No,Library,Yes,High Protein,No,230,1.96,Moderate
STU-05690,Topper,21,7.67,5.42,3.9,3.4,4.63,22.58,0.0,0.88,24.16,2.69,4.87,9.06,7.47,7.31,12,2,133,7.44,91,8,0,0,4,5,2497,2703,11.79,7,2.84,Computer Science,Dorm,Single,Bus,No,Library,No,Fast Food,No,112,0.0,Low
STU-05691,Social Butterfly,22,5.77,5.05,4.76,2.78,5.49,27.97,4.54,2.06,14.13,4.13,5.4,6.24,4.83,5.51,18,4,66,6.92,74,8,0,1,5,1,1411,1265,4.06,7,3.7,Business,Apartment,Single,Walk,Yes,Library,No,Balanced,Yes,33,0.0,High
STU-05692,Topper,21,7.54,3.89,0.61,3.05,4.74,16.02,0.0,0.56,1.62,2.25,4.81,6.71,7.95,8.12,15,2,63,7.0,92,8,2,1,4,2,1089,2560,0.0,8,2.97,Biology,Dorm,Single,Walk,Yes,Home,Yes,Fast Food,No,145,3.66,Low
STU-05693,Average,21,5.89,5.33,2.5,2.95,1.72,15.16,6.13,2.88,17.31,1.4,5.81,6.04,8.14,5.72,16,2,125,6.23,95,5,3,5,1,3,345,583,3.84,6,3.88,Psychology,Apartment,Married,Walk,No,Dorm Room,Yes,Vegetarian,No,33,3.57,Low
STU-05694,Struggling,20,4.3,3.09,0.64,1.13,6.04,42.55,6.42,1.93,6.8,4.98,7.51,5.37,4.51,4.31,12,3,133,8.3,80,9,1,3,6,6,1980,2533,3.69,9,3.22,Arts,Family Home,Single,Walk,Yes,Library,No,High Protein,No,300,0.0,High
STU-05695,Topper,23,6.68,5.02,3.98,1.08,5.43,23.66,0.0,1.21,23.64,1.0,5.47,7.11,4.68,8.62,14,6,120,4.26,95,9,1,0,7,3,2507,1695,5.52,6,3.35,Computer Science,Apartment,Single,Walk,No,Dorm Room,No,Fast Food,Yes,61,0.84,Moderate
STU-05696,Struggling,20,6.51,1.52,1.09,1.73,7.16,22.92,11.5,1.84,10.1,6.88,7.51,3.53,7.67,2.45,12,4,140,8.53,63,10,0,0,4,3,2828,1665,3.19,5,3.75,Computer Science,Apartment,Single,Car,No,Cafe,No,High Protein,No,211,0.46,High
STU-05697,Athlete,22,5.81,5.27,6.7,3.82,4.73,31.63,0.0,0.56,15.94,2.78,5.23,5.73,6.09,5.29,16,2,60,4.53,91,5,4,3,7,6,2934,313,2.0,8,3.56,Arts,Apartment,Single,Bus,Yes,Library,No,Balanced,No,174,1.28,High
STU-05698,Working Student,22,6.75,4.33,2.08,1.51,5.65,25.6,14.06,2.69,1.92,6.52,6.77,4.84,4.27,8.4,18,2,99,5.68,79,6,1,1,4,2,647,1415,3.11,6,3.22,Arts,Family Home,Single,Walk,No,Library,Yes,Vegetarian,No,133,3.83,High
STU-05699,Average,17,6.77,5.32,1.79,3.3,6.66,12.15,3.55,1.84,12.65,5.21,6.27,4.26,6.39,4.49,13,1,99,6.61,87,8,5,3,2,5,3061,608,3.65,7,2.79,Computer Science,Family Home,Single,Bus,No,Dorm Room,Yes,Fast Food,No,139,3.66,High
STU-05700,Athlete,21,6.07,6.44,4.64,1.65,4.03,22.89,0.0,1.82,15.85,2.68,5.62,5.23,5.16,6.93,14,1,82,2.82,85,5,2,0,3,1,1405,868,6.03,3,2.14,Engineering,Dorm,Single,Walk,Yes,Dorm Room,No,Balanced,Yes,64,0.0,Low
STU-05701,Struggling,23,5.51,1.47,2.05,2.38,4.1,39.46,5.93,3.62,10.19,10.0,6.73,4.34,5.24,5.23,14,3,142,8.81,76,5,3,3,6,1,1554,1468,3.52,4,2.62,Psychology,Dorm,Single,Walk,Yes,Library,Yes,Vegetarian,No,101,4.98,High
STU-05702,Social Butterfly,20,7.14,4.51,3.06,5.89,3.81,23.67,5.12,4.3,23.12,3.7,4.54,6.88,6.85,9.06,14,2,87,5.81,86,8,1,2,4,3,1271,2237,5.32,8,4.0,Engineering,Dorm,Single,Bus,Yes,Library,No,Vegetarian,No,91,2.22,Moderate
STU-05703,Topper,20,7.1,7.34,1.2,1.39,4.01,28.49,0.0,0.74,15.74,2.58,5.78,7.38,8.32,5.16,14,3,53,5.73,81,5,2,4,6,6,1635,1884,2.05,7,3.38,Computer Science,Family Home,In Relationship,Car,No,Library,No,Balanced,No,136,5.56,Moderate
STU-05704,Topper,20,6.55,7.85,3.42,5.67,3.82,10.32,0.0,1.32,23.5,1.5,5.56,8.11,5.05,10.0,15,3,120,4.3,82,7,0,2,10,4,2194,2144,7.1,6,3.47,Computer Science,Apartment,Single,Car,Yes,Dorm Room,No,Balanced,No,79,1.7,Moderate
STU-05705,Average,22,5.48,3.27,2.68,4.38,5.59,26.33,5.47,2.56,16.14,3.07,5.17,6.21,4.74,5.55,20,5,101,5.33,80,8,3,3,4,4,2568,1264,5.54,6,3.02,Arts,Dorm,Single,Walk,Yes,Dorm Room,Yes,Balanced,No,94,0.11,Moderate
STU-05706,Social Butterfly,19,7.46,6.58,4.26,3.52,5.24,26.19,0.92,0.09,11.11,3.67,5.26,5.49,6.91,5.81,12,4,127,6.07,90,8,0,3,6,2,1517,1331,5.48,5,3.62,Nursing,Apartment,In Relationship,Walk,No,Cafe,No,Balanced,No,158,2.12,Moderate
STU-05707,Athlete,21,5.74,4.21,7.0,4.77,5.18,28.99,0.0,1.56,16.12,2.86,4.46,6.96,5.85,8.36,18,2,55,4.38,86,4,2,3,1,4,1869,2379,6.78,3,2.71,Computer Science,Apartment,Married,Walk,No,Library,No,Fast Food,No,133,3.55,Moderate
STU-05708,Athlete,20,5.84,5.79,6.94,3.49,3.28,9.71,0.0,0.0,8.27,2.23,4.17,5.63,7.83,6.38,12,3,81,1.96,70,6,2,2,2,1,1894,1931,1.27,7,2.93,Computer Science,Apartment,Single,Bus,Yes,Library,No,Balanced,Yes,220,3.43,Low
STU-05709,Social Butterfly,19,7.38,4.47,4.04,5.89,5.22,28.1,2.96,0.36,19.24,4.96,5.64,3.85,4.84,3.73,13,3,89,4.69,80,7,0,3,1,1,1206,1474,7.61,7,3.36,Psychology,Family Home,In Relationship,Bus,Yes,Dorm Room,Yes,Balanced,No,244,0.0,High
STU-05710,Average,21,6.28,5.05,3.29,1.11,4.15,27.44,7.44,2.36,14.45,5.51,5.32,6.41,6.29,6.44,10,2,74,6.06,88,2,3,1,4,5,472,1070,3.82,7,2.38,Engineering,Family Home,Single,Walk,No,Library,No,High Protein,No,164,1.91,High
STU-05711,Struggling,20,5.41,1.41,1.45,2.27,7.92,24.71,5.78,4.55,1.78,7.48,7.25,1.61,4.13,2.94,11,4,93,8.73,54,8,0,1,3,6,1533,1843,1.62,6,2.98,Computer Science,Family Home,Single,Bus,Yes,Cafe,Yes,Fast Food,Yes,73,1.22,High
STU-05712,Athlete,20,4.98,5.24,6.18,5.08,3.34,19.89,0.0,0.21,14.07,1.68,4.61,5.54,7.83,7.11,11,2,71,3.18,88,5,0,0,1,2,1073,2008,3.76,6,3.59,Computer Science,Family Home,Single,Walk,No,Dorm Room,Yes,Balanced,No,95,0.18,Moderate
STU-05713,Working Student,21,4.67,3.42,3.07,3.02,3.53,40.09,13.0,2.5,6.44,5.96,7.86,2.5,3.86,4.9,10,5,57,5.81,87,5,4,2,2,3,1753,441,4.42,5,3.14,Computer Science,Family Home,Married,Bike,No,Cafe,Yes,Balanced,No,59,3.24,High
STU-05714,Athlete,17,5.77,4.93,7.0,5.17,4.38,20.44,0.0,1.92,16.73,2.52,5.91,7.11,6.59,5.64,16,3,69,4.8,85,4,2,0,6,4,1541,862,5.58,6,2.69,Business,Apartment,Single,Walk,Yes,Home,No,Balanced,No,114,3.45,High
